Timestamp,Data
2025-07-14 17:35:48.427,INA219 sensor found!
2025-07-14 17:15:29.944,Time(s)	Voltage(V)	Current(mA)	Power(mW)
2025-07-14 17:15:29.947,1.00	0.00		-0.7		0.0
2025-07-14 17:15:29.993,1.05	0.00		-0.8		0.0
2025-07-14 17:15:30.042,1.10	0.00		-0.7		0.0
2025-07-14 17:15:30.095,1.15	0.00		-0.9		0.0
2025-07-14 17:15:30.144,1.20	0.00		-0.8		0.0
2025-07-14 17:15:30.194,1.25	0.00		-0.6		0.0
2025-07-14 17:15:30.243,1.30	0.00		-0.8		0.0
2025-07-14 17:15:30.295,1.35	0.00		-0.9		0.0
2025-07-14 17:15:30.345,1.40	0.00		-0.7		0.0
2025-07-14 17:15:30.394,1.45	0.00		-0.5		0.0
2025-07-14 17:15:30.443,1.50	0.00		-0.8		0.0
2025-07-14 17:15:30.492,1.55	0.00		-1.0		0.0
2025-07-14 17:15:30.545,1.60	0.00		-0.6		0.0
2025-07-14 17:15:30.595,1.65	0.00		-0.9		0.0
2025-07-14 17:15:30.644,1.70	0.00		-0.9		0.0
2025-07-14 17:15:30.693,1.75	0.00		-0.9		0.0
2025-07-14 17:15:30.743,1.80	0.00		-0.8		0.0
2025-07-14 17:15:30.795,1.85	0.00		-0.8		0.0
2025-07-14 17:15:30.845,1.90	0.00		-0.5		0.0
2025-07-14 17:15:30.894,1.95	0.00		-0.9		0.0
2025-07-14 17:15:30.943,2.00	0.00		-0.5		0.0
2025-07-14 17:15:30.992,2.05	0.00		-0.9		0.0
2025-07-14 17:15:31.045,2.10	0.00		-0.6		0.0
2025-07-14 17:15:31.094,2.15	0.00		-0.5		0.0
2025-07-14 17:15:31.144,2.20	0.00		-0.7		0.0
2025-07-14 17:15:31.193,2.25	0.00		-0.5		0.0
2025-07-14 17:15:31.246,2.30	0.00		-0.9		0.0
2025-07-14 17:15:31.295,2.35	0.00		-0.5		0.0
2025-07-14 17:15:31.344,2.40	0.00		-0.6		0.0
2025-07-14 17:15:31.393,2.45	0.00		-0.9		0.0
2025-07-14 17:15:31.443,2.50	0.00		-1.0		0.0
2025-07-14 17:15:31.496,2.55	0.00		-0.9		0.0
2025-07-14 17:15:31.545,2.60	0.00		-0.6		0.0
2025-07-14 17:15:31.594,2.65	0.00		-0.7		0.0
2025-07-14 17:15:31.643,2.70	0.00		-0.7		0.0
2025-07-14 17:15:31.696,2.75	0.00		-1.0		0.0
2025-07-14 17:15:31.746,2.80	0.00		-0.8		0.0
2025-07-14 17:15:31.795,2.85	0.00		-0.8		0.0
2025-07-14 17:15:31.844,2.90	0.00		-0.7		0.0
2025-07-14 17:15:31.893,2.95	0.00		-0.8		0.0
2025-07-14 17:15:31.946,3.00	0.00		-0.6		0.0
2025-07-14 17:15:31.996,3.05	0.00		-0.5		0.0
2025-07-14 17:15:32.045,3.10	0.00		-0.6		0.0
2025-07-14 17:15:32.094,3.15	0.00		-0.7		0.0
2025-07-14 17:15:32.143,3.20	0.00		-1.0		0.0
2025-07-14 17:15:32.196,3.25	0.00		-0.8		0.0
2025-07-14 17:15:32.246,3.30	0.00		-0.8		0.0
2025-07-14 17:15:32.295,3.35	0.00		-0.9		0.0
2025-07-14 17:15:32.344,3.40	0.00		-0.7		0.0
2025-07-14 17:15:32.397,3.45	0.00		-0.7		0.0
2025-07-14 17:15:32.446,3.50	0.00		0.3		0.0
2025-07-14 17:15:32.495,3.55	0.00		4.8		0.0
2025-07-14 17:15:32.545,3.60	0.00		-0.9		0.0
2025-07-14 17:15:32.594,3.65	0.00		-0.7		0.0
2025-07-14 17:15:32.647,3.70	0.00		-0.8		0.0
2025-07-14 17:15:32.696,3.75	0.00		-0.7		0.0
2025-07-14 17:15:32.745,3.80	0.00		0.1		0.0
2025-07-14 17:15:32.794,3.85	0.00		1.5		0.0
2025-07-14 17:15:32.844,3.90	0.00		9.7		0.0
2025-07-14 17:15:32.896,3.95	0.00		6.9		0.0
2025-07-14 17:15:32.946,4.00	0.00		0.2		0.0
2025-07-14 17:15:32.995,4.05	0.00		-0.7		0.0
2025-07-14 17:15:33.048,4.10	0.00		-0.6		0.0
2025-07-14 17:15:33.097,4.15	0.00		-0.7		0.0
2025-07-14 17:15:33.147,4.20	0.00		-0.6		0.0
2025-07-14 17:15:33.196,4.25	0.00		-0.7		0.0
2025-07-14 17:15:33.249,4.30	0.00		-0.9		0.0
2025-07-14 17:15:33.298,4.35	0.00		-0.5		0.0
2025-07-14 17:15:33.347,4.40	0.00		18.4		0.0
2025-07-14 17:15:33.396,4.45	0.00		0.0		0.0
2025-07-14 17:15:33.445,4.50	0.00		6.1		0.0
2025-07-14 17:15:33.498,4.55	0.00		-0.3		0.0
2025-07-14 17:15:33.548,4.60	0.00		-0.9		0.0
2025-07-14 17:15:33.597,4.65	0.00		-0.7		0.0
2025-07-14 17:15:33.646,4.70	0.00		-0.6		0.0
2025-07-14 17:15:33.695,4.75	0.00		-0.9		0.0
2025-07-14 17:15:33.748,4.80	0.00		-0.8		0.0
2025-07-14 17:15:33.798,4.85	0.00		-0.4		0.0
2025-07-14 17:15:33.847,4.90	0.00		-0.7		0.0
2025-07-14 17:15:33.896,4.95	0.00		-0.1		0.0
2025-07-14 17:15:33.945,5.00	0.00		0.0		0.0
2025-07-14 17:15:33.998,5.05	0.00		-0.6		0.0
