Time (s),Angle (deg)
0.095,-40.52
0.194,-45.97
0.293,-48.35
0.394,-50.3
0.493,-51.68
0.592,-51.9
0.693,-41.62
0.792,-13.62
0.891,17.78
0.991,36.89
1.091,34.22
1.19,14.43
1.29,-10.13
1.39,-25.57
1.489,-23.88
1.589,-9.25
1.689,7.99
1.788,16.96
1.888,13.72
1.987,5.02
2.087,-1.82
2.187,-3.11
2.286,0.45
2.386,3.02
2.486,2.42
2.585,1.48
2.685,1.79
2.785,2.09
2.884,1.98
2.983,2.04
3.084,1.99
3.183,2.04
3.282,2.01
3.383,2.04
3.482,2.02
3.581,2.04
