Time (s),Angle (deg)
0.082,-43.8
0.182,-44.41
0.281,-44.52
0.381,-44.65
0.481,-45.58
0.58,-44.59
0.68,-29.82
0.78,-1.87
0.879,22.54
0.978,30.68
1.079,20.93
1.178,2.1
1.277,-15.05
1.378,-20.87
1.477,-13.4
1.576,-0.71
1.677,8.91
1.776,10.46
1.875,5.66
1.975,0.4
2.075,-1.98
2.174,-0.55
2.274,1.56
2.374,2.01
2.473,1.48
2.573,1.69
2.673,1.63
2.772,1.66
2.872,1.67
2.971,1.69
3.072,1.7
3.171,1.73
3.27,1.72
