Time (s),Angle (deg)
0.063,-18.13
0.163,6.75
0.263,24.8
0.362,26.74
0.462,14.53
0.562,-3.62
0.661,-17.06
0.761,-18.25
0.861,-8.43
0.96,4.53
1.059,12.68
1.16,11.94
1.259,5.84
1.358,-0.48
1.459,-3.26
1.558,-1.57
1.657,1.33
1.758,2.73
1.857,2.22
1.956,2.05
2.056,2.35
2.156,2.16
2.255,2.21
2.355,2.25
2.455,2.21
2.554,2.22
2.654,2.22
2.754,2.19
