Timestamp_ms,Voltage_V,Current_mA,Power_mW,AccX_g,AccY_g,AccZ_g,Roll_deg,Pitch_deg,Yaw_deg
Initializing INA219 sensor...
INA219 sensor found.
Initializing HWT901B IMU...
Mounting file system...

Setup complete. Logging is active.
Commands: start, stop, dump, erase
317,0.00,-0.60,0.00,0.053,-0.057,1.000,-3.94,-0.68,-22.17
336,0.00,-0.60,0.00,0.053,-0.057,1.000,-3.94,-0.68,-22.17
356,0.00,-0.70,0.00,0.053,-0.057,1.000,-3.94,-0.68,-22.17
376,0.00,-0.70,0.00,0.053,-0.057,1.000,-3.94,-0.68,-22.17
396,0.00,-0.80,0.00,0.001,-0.043,0.998,-3.94,-0.68,-22.17
416,0.00,-0.80,0.00,0.001,-0.043,0.998,-4.16,2.79,-23.92
436,0.00,-0.80,0.00,0.001,-0.043,0.998,-4.16,2.79,-23.92
456,0.00,-0.80,0.00,0.001,-0.043,0.998,-4.16,2.79,-23.92
476,0.00,-0.80,0.00,0.001,-0.043,0.998,-4.16,2.79,-23.92
496,0.00,-0.70,0.00,-0.048,-0.074,0.989,-4.16,2.79,-23.92
516,0.00,-0.80,0.00,-0.048,-0.074,0.989,-4.27,4.05,-25.21
536,0.00,-0.30,0.00,-0.048,-0.074,0.989,-4.27,4.05,-25.21
556,0.00,-0.80,0.00,-0.048,-0.074,0.989,-4.27,4.05,-25.21
576,0.00,2.10,0.00,-0.048,-0.074,0.989,-4.27,4.05,-25.21
596,0.01,3.50,0.00,-0.210,-0.140,1.009,-4.27,4.05,-25.21
616,0.05,7.80,0.00,-0.210,-0.140,1.009,-4.15,2.78,-24.47
636,0.04,6.80,0.00,-0.210,-0.140,1.009,-4.15,2.78,-24.47
656,0.00,0.90,0.00,-0.210,-0.140,1.009,-4.15,2.78,-24.47
676,0.00,-0.30,0.00,-0.210,-0.140,1.009,-4.15,2.78,-24.47
696,0.10,15.30,4.00,-0.159,0.030,0.963,-4.15,2.78,-24.47
716,0.00,2.30,0.00,-0.159,0.030,0.963,-4.13,-1.02,-21.28
736,0.00,-0.20,0.00,-0.159,0.030,0.963,-4.13,-1.02,-21.28
756,0.00,-0.50,0.00,-0.159,0.030,0.963,-4.13,-1.02,-21.28
776,0.00,-0.60,0.00,-0.159,0.030,0.963,-4.13,-1.02,-21.28
796,0.00,-0.60,0.00,-0.019,-0.038,0.997,-4.13,-1.02,-21.28
816,0.00,-0.90,0.00,-0.019,-0.038,0.997,-4.36,-6.14,-16.35
836,0.00,-0.60,0.00,-0.019,-0.038,0.997,-4.36,-6.14,-16.35
856,0.00,-0.70,0.00,-0.019,-0.038,0.997,-4.36,-6.14,-16.35
876,0.00,-0.50,0.00,-0.019,-0.038,0.997,-4.36,-6.14,-16.35
896,0.00,-0.70,0.00,0.216,-0.027,1.027,-4.36,-6.14,-16.35
916,0.00,-0.90,0.00,0.216,-0.027,1.027,-4.57,-4.20,-14.94
936,0.00,-0.80,0.00,0.216,-0.027,1.027,-4.57,-4.20,-14.94
