Timestamp_ms,Voltage_V,Current_mA,Power_mW,AccX_g,AccY_g,AccZ_g,Roll_deg,Pitch_deg,Yaw_deg
Initializing INA219 sensor...
INA219 sensor found.
Initializing HWT901B IMU...
Mounting file system...

Setup complete. Logging is active.
Commands: start, stop, dump, erase
294,0.00,-0.90,0.00,0.200,-0.044,0.979,-3.08,-7.77,37.36
313,0.00,-0.70,0.00,0.200,-0.044,0.979,-3.09,-7.54,36.96
333,0.00,-0.80,0.00,0.200,-0.044,0.979,-3.09,-7.54,36.96
353,0.00,-0.90,0.00,0.200,-0.044,0.979,-3.09,-7.54,36.96
373,0.00,-0.70,0.00,0.025,-0.060,1.002,-3.09,-7.54,36.96
393,0.00,-0.80,0.00,0.025,-0.060,1.002,-3.09,-7.54,36.96
413,0.00,-0.60,0.00,0.025,-0.060,1.002,-3.15,-6.01,36.61
433,0.00,-0.80,0.00,0.025,-0.060,1.002,-3.15,-6.01,36.61
453,0.00,-0.60,0.00,0.025,-0.060,1.002,-3.15,-6.01,36.61
473,0.00,-0.70,0.00,-0.008,-0.057,1.014,-3.15,-6.01,36.61
493,0.00,-0.70,0.00,-0.008,-0.057,1.014,-3.15,-6.01,36.61
513,0.00,-0.80,0.00,-0.008,-0.057,1.014,-3.13,-6.37,36.56
533,0.00,-0.80,0.00,-0.008,-0.057,1.014,-3.13,-6.37,36.56
553,0.00,-0.70,0.00,-0.008,-0.057,1.014,-3.13,-6.37,36.56
573,0.00,-0.80,0.00,0.173,-0.062,0.998,-3.13,-6.37,36.56
593,0.00,-0.90,0.00,0.173,-0.062,0.998,-3.13,-6.37,36.56
613,0.00,-0.50,0.00,0.173,-0.062,0.998,-3.00,-9.61,36.49
633,0.00,-0.90,0.00,0.173,-0.062,0.998,-3.00,-9.61,36.49
653,0.00,-0.70,0.00,0.173,-0.062,0.998,-3.00,-9.61,36.49
673,0.00,-1.00,0.00,0.288,-0.218,1.047,-3.00,-9.61,36.49
693,0.00,-0.70,0.00,0.288,-0.218,1.047,-3.00,-9.61,36.49
713,0.00,-0.70,0.00,0.288,-0.218,1.047,-2.96,-12.78,36.02
733,0.00,-1.00,0.00,0.288,-0.218,1.047,-2.96,-12.78,36.02
753,0.00,-0.90,0.00,0.288,-0.218,1.047,-2.96,-12.78,36.02
773,0.00,-0.80,0.00,0.444,-0.088,0.933,-2.96,-12.78,36.02
793,0.00,-0.80,0.00,0.444,-0.088,0.933,-2.96,-12.78,36.02
813,0.00,-0.70,0.00,0.444,-0.088,0.933,-2.88,-12.34,34.24
833,0.00,-0.80,0.00,0.444,-0.088,0.933,-2.88,-12.34,34.24
853,0.00,-0.80,0.00,0.444,-0.088,0.933,-2.88,-12.34,34.24
873,0.00,-1.10,0.00,0.136,-0.084,1.333,-2.88,-12.34,34.24
893,0.00,-0.70,0.00,0.136,-0.084,1.333,-2.88,-12.34,34.24
913,0.00,-0.80,0.00,0.136,-0.084,1.333,-4.36,11.37,31.82
933,0.00,-0.70,0.00,0.136,-0.084,1.333,-4.36,11.37,31.82
