Timestamp_ms,Voltage_V,Current_mA,Power_mW,AccX_g,AccY_g,AccZ_g,Roll_deg,Pitch_deg,Yaw_deg
Initializing INA219 sensor...
INA219 sensor found.
Initializing HWT901B IMU...
Mounting file system...

Setup complete. Logging is active.
Commands: start, stop, dump, erase
378,0.00,-0.70,0.00,-0.124,-0.089,0.995,-3.86,6.54,36.11
397,0.00,-0.90,0.00,-0.124,-0.089,0.995,-3.85,6.36,36.16
417,0.00,-0.90,0.00,-0.124,-0.089,0.995,-3.85,6.36,36.16
437,0.00,-0.90,0.00,-0.124,-0.089,0.995,-3.85,6.36,36.16
457,0.00,-0.80,0.00,-0.124,-0.089,0.995,-3.85,6.36,36.16
477,0.00,-0.80,0.00,-0.137,-0.095,0.988,-3.85,6.36,36.16
497,0.00,-0.90,0.00,-0.137,-0.095,0.988,-3.84,6.11,36.16
517,0.00,-0.60,0.00,-0.137,-0.095,0.988,-3.84,6.11,36.16
537,0.00,-0.80,0.00,-0.137,-0.095,0.988,-3.84,6.11,36.16
557,0.00,-0.60,0.00,-0.137,-0.095,0.988,-3.84,6.11,36.16
577,0.00,-0.80,0.00,-0.166,-0.086,0.983,-3.84,6.11,36.16
597,0.00,-1.00,0.00,-0.166,-0.086,0.983,-3.81,4.73,36.21
617,0.00,-0.50,0.00,-0.166,-0.086,0.983,-3.81,4.73,36.21
637,0.00,-0.70,0.00,-0.166,-0.086,0.983,-3.81,4.73,36.21
657,0.00,-0.80,0.00,-0.166,-0.086,0.983,-3.81,4.73,36.21
677,0.00,-0.80,0.00,-0.175,-0.024,0.982,-3.81,4.73,36.21
697,0.00,-0.90,0.00,-0.175,-0.024,0.982,-3.91,4.94,38.23
717,0.00,-0.80,0.00,-0.175,-0.024,0.982,-3.91,4.94,38.23
737,0.00,-0.80,0.00,-0.175,-0.024,0.982,-3.91,4.94,38.23
757,0.00,-0.60,0.00,-0.175,-0.024,0.982,-3.91,4.94,38.23
777,0.00,-1.00,0.00,0.170,0.120,0.998,-3.91,4.94,38.23
797,0.00,-0.50,0.00,0.170,0.120,0.998,-3.75,0.48,37.84
817,0.00,-1.00,0.00,0.170,0.120,0.998,-3.75,0.48,37.84
837,0.00,-0.80,0.00,0.170,0.120,0.998,-3.75,0.48,37.84
857,0.00,-0.70,0.00,0.170,0.120,0.998,-3.75,0.48,37.84
877,0.00,-0.70,0.00,0.091,-0.326,1.006,-3.75,0.48,37.84
897,0.00,-0.80,0.00,0.091,-0.326,1.006,-3.93,4.74,36.18
917,0.00,-0.60,0.00,0.091,-0.326,1.006,-3.93,4.74,36.18
937,0.00,-0.50,0.00,0.091,-0.326,1.006,-3.93,4.74,36.18
957,0.00,-0.80,0.00,0.091,-0.326,1.006,-3.93,4.74,36.18
977,0.02,4.40,0.00,-0.206,-0.027,0.964,-3.93,4.74,36.18
997,0.10,13.10,4.00,-0.206,-0.027,0.964,-3.89,4.09,31.58
1017,0.16,18.70,4.00,-0.206,-0.027,0.964,-3.89,4.09,31.58
