Timestamp_ms,Voltage_V,Current_mA,Power_mW,AccX_g,AccY_g,AccZ_g,Roll_deg,Pitch_deg,Yaw_deg
Initializing INA219 sensor...
INA219 sensor found.
Initializing HWT901B IMU...
Mounting file system...

Setup complete. Logging is active.
Commands: start, stop, dump, erase
360,0.00,-0.80,0.00,0.023,-0.065,1.000,-3.75,-1.20,23.59
380,0.00,-0.50,0.00,0.023,-0.065,1.000,-3.65,-3.15,23.88
400,0.00,-0.70,0.00,0.023,-0.065,1.000,-3.65,-3.15,23.88
420,0.00,-0.80,0.00,0.023,-0.065,1.000,-3.65,-3.15,23.88
440,0.00,-0.90,0.00,0.023,-0.065,1.000,-3.65,-3.15,23.88
460,0.00,-0.50,0.00,0.116,-0.070,0.995,-3.65,-3.15,23.88
480,0.00,-0.40,0.00,0.116,-0.070,0.995,-3.50,-6.30,23.80
500,0.00,-0.50,0.00,0.116,-0.070,0.995,-3.50,-6.30,23.80
520,0.00,-0.90,0.00,0.116,-0.070,0.995,-3.50,-6.30,23.80
540,0.00,-0.90,0.00,0.116,-0.070,0.995,-3.50,-6.30,23.80
560,0.00,-0.90,0.00,0.276,-0.032,0.975,-3.50,-6.30,23.80
580,0.00,-0.70,0.00,0.276,-0.032,0.975,-3.38,-8.76,23.31
600,0.00,-0.50,0.00,0.276,-0.032,0.975,-3.38,-8.76,23.31
620,0.00,-1.10,0.00,0.276,-0.032,0.975,-3.38,-8.76,23.31
640,0.00,-0.70,0.00,0.276,-0.032,0.975,-3.38,-8.76,23.31
660,0.00,-0.80,0.00,0.201,-0.033,1.024,-3.38,-8.76,23.31
680,0.00,-0.80,0.00,0.201,-0.033,1.024,-3.47,-5.64,22.13
700,0.00,-0.50,0.00,0.201,-0.033,1.024,-3.47,-5.64,22.13
720,0.00,-0.80,0.00,0.201,-0.033,1.024,-3.47,-5.64,22.13
740,0.00,-1.00,0.00,0.201,-0.033,1.024,-3.47,-5.64,22.13
760,0.00,-1.00,0.00,0.193,0.055,1.020,-3.47,-5.64,22.13
780,0.00,-0.70,0.00,0.193,0.055,1.020,-3.83,0.93,21.41
800,0.00,-0.70,0.00,0.193,0.055,1.020,-3.83,0.93,21.41
820,0.00,-0.90,0.00,0.193,0.055,1.020,-3.83,0.93,21.41
840,0.00,-0.80,0.00,0.193,0.055,1.020,-3.83,0.93,21.41
860,0.00,-0.90,0.00,-0.201,-0.056,1.007,-3.83,0.93,21.41
880,0.00,-0.80,0.00,-0.201,-0.056,1.007,-4.33,9.49,20.52
900,0.00,-1.10,0.00,-0.201,-0.056,1.007,-4.33,9.49,20.52
920,0.00,-0.90,0.00,-0.201,-0.056,1.007,-4.33,9.49,20.52
940,0.22,26.40,10.00,-0.201,-0.056,1.007,-4.33,9.49,20.52
960,0.86,96.60,92.00,-0.488,-0.105,0.889,-4.33,9.49,20.52
980,1.27,130.90,160.00,-0.488,-0.105,0.889,-4.35,10.90,21.26
1000,1.17,119.80,132.00,-0.488,-0.105,0.889,-4.35,10.90,21.26
