Timestamp_ms,Voltage_V,Current_mA,Power_mW,AccX_g,AccY_g,AccZ_g,Roll_deg,Pitch_deg,Yaw_deg

Setup complete. Logging is active.
Commands: start, stop, dump, erase
305,0.00,-0.60,0.00,0.157,0.018,0.998,-3.04,-5.46,23.07
324,0.00,-1.00,0.00,0.157,0.018,0.998,-3.04,-5.46,23.07
344,0.00,-0.70,0.00,0.157,0.018,0.998,-3.04,-5.46,23.07
364,0.00,-0.50,0.00,0.157,0.018,0.998,-3.04,-5.46,23.07
384,0.00,-0.60,0.00,0.044,-0.006,0.993,-3.04,-5.46,23.07
404,0.00,-0.70,0.00,0.044,-0.006,0.993,-3.05,-5.00,22.79
424,0.00,-0.70,0.00,0.044,-0.006,0.993,-3.05,-5.00,22.79
444,0.00,-1.00,0.00,0.044,-0.006,0.993,-3.05,-5.00,22.79
464,0.00,-0.70,0.00,0.044,-0.006,0.993,-3.05,-5.00,22.79
484,0.00,-0.90,0.00,0.098,-0.034,0.991,-3.05,-5.00,22.79
504,0.00,-0.80,0.00,0.098,-0.034,0.991,-3.02,-5.76,22.53
524,0.00,-0.80,0.00,0.098,-0.034,0.991,-3.02,-5.76,22.53
544,0.00,-0.80,0.00,0.098,-0.034,0.991,-3.02,-5.76,22.53
564,0.00,-0.80,0.00,0.098,-0.034,0.991,-3.02,-5.76,22.53
584,0.00,-0.70,0.00,0.258,0.020,0.966,-3.02,-5.76,22.53
604,0.00,-0.80,0.00,0.258,0.020,0.966,-2.99,-6.80,21.88
624,0.00,-0.70,0.00,0.258,0.020,0.966,-2.99,-6.80,21.88
644,0.00,-0.80,0.00,0.258,0.020,0.966,-2.99,-6.80,21.88
664,0.00,-0.80,0.00,0.258,0.020,0.966,-2.99,-6.80,21.88
684,0.00,-0.80,0.00,0.253,-0.051,0.939,-2.99,-6.80,21.88
704,0.00,-0.80,0.00,0.253,-0.051,0.939,-3.16,-2.28,21.37
724,0.00,-0.80,0.00,0.253,-0.051,0.939,-3.16,-2.28,21.37
744,0.00,-0.80,0.00,0.253,-0.051,0.939,-3.16,-2.28,21.37
764,0.00,-0.60,0.00,0.253,-0.051,0.939,-3.16,-2.28,21.37
784,0.00,-0.90,0.00,-0.048,-0.112,1.057,-3.16,-2.28,21.37
804,0.00,-0.80,0.00,-0.048,-0.112,1.057,-3.45,4.24,20.71
824,0.00,-0.50,0.00,-0.048,-0.112,1.057,-3.45,4.24,20.71
844,0.00,-0.70,0.00,-0.048,-0.112,1.057,-3.45,4.24,20.71
864,0.00,-0.80,0.00,-0.048,-0.112,1.057,-3.45,4.24,20.71
884,0.00,-0.60,0.00,-0.259,-0.071,0.922,-3.45,4.24,20.71
904,0.00,-0.80,0.00,-0.259,-0.071,0.922,-3.74,10.62,21.52
924,0.11,15.00,4.00,-0.259,-0.071,0.922,-3.74,10.62,21.52
944,0.35,43.80,20.00,-0.259,-0.071,0.922,-3.74,10.62,21.52
964,0.76,79.30,58.00,-0.259,-0.071,0.922,-3.74,10.62,21.52
984,1.10,117.20,138.00,-0.486,-0.079,0.933,-3.74,10.62,21.52
1004,1.34,136.40,176.00,-0.486,-0.079,0.933,-3.74,9.20,22.28
1244,0.00,-0.50,0.00,0.238,0.002,0.804,-3.19,-17.99,26.52
1264,0.00,-0.80,0.00,0.238,0.002,0.804,-3.19,-17.99,26.52
1284,0.00,-0.70,0.00,0.587,0.027,0.894,-3.19,-17.99,26.52
1304,0.00,-0.70,0.00,0.587,0.027,0.894,-3.31,-14.89,25.77
1324,0.00,-0.50,0.00,0.587,0.027,0.894,-3.31,-14.89,25.77
1344,0.00,-1.00,0.00,0.587,0.027,0.894,-3.31,-14.89,25.77
1364,0.00,-0.90,0.00,0.587,0.027,0.894,-3.31,-14.89,25.77
1384,0.00,-0.70,0.00,0.181,-0.116,1.355,-3.31,-14.89,25.77
1404,0.00,-0.60,0.00,0.181,-0.116,1.355,-5.33,17.81,21.18
1424,0.00,-0.60,0.00,0.181,-0.116,1.355,-5.33,17.81,21.18
1444,0.00,-1.00,0.00,0.181,-0.116,1.355,-5.33,17.81,21.18
1464,0.00,-0.70,0.00,0.181,-0.116,1.355,-5.33,17.81,21.18
1484,0.00,-1.00,0.00,-0.123,-0.051,0.724,-5.33,17.81,21.18
1504,0.42,47.00,26.00,-0.123,-0.051,0.724,-9.27,40.55,15.17
1524,1.95,214.70,462.00,-0.123,-0.051,0.724,-9.27,40.55,15.17
1544,3.19,327.80,1048.00,-0.123,-0.051,0.724,-9.27,40.55,15.17
1564,3.33,336.80,1104.00,-0.123,-0.051,0.724,-9.27,40.55,15.17
1584,3.56,369.90,1334.00,-0.612,-0.156,0.665,-9.27,40.55,15.17
1604,3.65,374.80,1426.00,-0.612,-0.156,0.665,-9.93,37.97,11.64
1624,3.86,399.60,1566.00,-0.612,-0.156,0.665,-9.93,37.97,11.64
1644,4.15,421.10,1730.00,-0.612,-0.156,0.665,-9.93,37.97,11.64
1664,4.14,423.90,1772.00,-0.612,-0.156,0.665,-9.93,37.97,11.64
1684,4.03,400.60,1570.00,-0.916,-0.096,0.697,-9.93,37.97,11.64
1704,3.34,343.20,1160.00,-0.916,-0.096,0.697,-8.04,24.61,14.28
1724,2.83,286.50,806.00,-0.916,-0.096,0.697,-8.04,24.61,14.28
1744,2.14,205.90,406.00,-0.916,-0.096,0.697,-8.04,24.61,14.28
1764,1.26,129.10,160.00,-0.916,-0.096,0.697,-8.04,24.61,14.28
1784,0.55,57.10,26.00,-0.435,-0.095,1.102,-8.04,24.61,14.28
1804,0.22,22.90,4.00,-0.435,-0.095,1.102,-6.21,-1.05,18.98
1824,0.07,9.80,0.00,-0.435,-0.095,1.102,-6.21,-1.05,18.98
1844,0.02,4.30,0.00,-0.435,-0.095,1.102,-6.21,-1.05,18.98
1864,0.00,1.90,0.00,-0.435,-0.095,1.102,-6.21,-1.05,18.98
