Timestamp_ms,Voltage_V,Current_mA,Power_mW,AccX_g,AccY_g,AccZ_g,Roll_deg,Pitch_deg,Yaw_deg
Initializing INA219 sensor...
INA219 sensor found.
Initializing HWT901B IMU...
Mounting file system...

Setup complete. Logging is active.
Commands: start, stop, dump, erase
341,0.00,-0.90,0.00,0.109,-0.044,0.986,-2.93,-7.45,34.07
360,0.00,-0.90,0.00,0.199,-0.044,0.974,-2.93,-7.45,34.07
380,0.00,-0.70,0.00,0.199,-0.044,0.974,-2.83,-9.76,33.67
400,0.00,-0.70,0.00,0.199,-0.044,0.974,-2.83,-9.76,33.67
420,0.00,-0.80,0.00,0.199,-0.044,0.974,-2.83,-9.76,33.67
440,0.00,-1.00,0.00,0.199,-0.044,0.974,-2.83,-9.76,33.67
460,0.00,-0.90,0.00,0.258,-0.025,0.967,-2.83,-9.76,33.67
480,0.00,-0.80,0.00,0.258,-0.025,0.967,-2.78,-11.09,33.06
500,0.00,-0.70,0.00,0.258,-0.025,0.967,-2.78,-11.09,33.06
520,0.00,-0.90,0.00,0.258,-0.025,0.967,-2.78,-11.09,33.06
540,0.00,-0.70,0.00,0.258,-0.025,0.967,-2.78,-11.09,33.06
560,0.00,-0.60,0.00,0.258,0.005,0.875,-2.78,-11.09,33.06
580,0.00,-0.80,0.00,0.258,0.005,0.875,-2.80,-10.28,32.18
600,0.00,-0.80,0.00,0.258,0.005,0.875,-2.80,-10.28,32.18
620,0.00,-0.60,0.00,0.258,0.005,0.875,-2.80,-10.28,32.18
640,0.00,-1.00,0.00,0.258,0.005,0.875,-2.80,-10.28,32.18
660,0.00,-0.80,0.00,0.248,0.048,0.963,-2.80,-10.28,32.18
680,0.00,-0.60,0.00,0.248,0.048,0.963,-2.98,-2.81,31.48
700,0.00,-1.00,0.00,0.248,0.048,0.963,-2.98,-2.81,31.48
720,0.00,-0.80,0.00,0.248,0.048,0.963,-2.98,-2.81,31.48
740,0.00,-0.70,0.00,0.248,0.048,0.963,-2.98,-2.81,31.48
760,0.00,-0.80,0.00,-0.115,0.036,0.918,-2.98,-2.81,31.48
780,0.00,-0.60,0.00,-0.115,0.036,0.918,-3.54,5.93,30.78
800,0.00,-1.10,0.00,-0.115,0.036,0.918,-3.54,5.93,30.78
820,0.00,-0.80,0.00,-0.115,0.036,0.918,-3.54,5.93,30.78
840,0.00,1.40,0.00,-0.115,0.036,0.918,-3.54,5.93,30.78
860,0.11,13.50,0.00,-0.439,-0.164,0.919,-3.54,5.93,30.78
880,0.43,50.90,26.00,-0.439,-0.164,0.919,-3.81,11.26,31.26
900,0.78,82.60,66.00,-0.439,-0.164,0.919,-3.81,11.26,31.26
920,1.00,103.30,98.00,-0.439,-0.164,0.919,-3.81,11.26,31.26
940,0.90,90.50,78.00,-0.439,-0.164,0.919,-3.81,11.26,31.26
960,0.55,57.80,30.00,-0.494,-0.073,1.034,-3.81,11.26,31.26
980,0.34,35.60,14.00,-0.494,-0.073,1.034,-3.40,0.86,32.19
