Timestamp_ms,Voltage_V,Current_mA,Power_mW,AccX_g,AccY_g,AccZ_g,Roll_deg,Pitch_deg,Yaw_deg
Initializing INA219 sensor...
INA219 sensor found.
Initializing HWT901B IMU...
Mounting file system...

Setup complete. Logging is active.
Commands: start, stop, dump, erase
339,0.00,-0.80,0.00,-0.087,-0.058,0.992,-3.81,3.50,9.16
358,0.00,-0.90,0.00,-0.087,-0.058,0.992,-3.81,3.50,9.16
378,0.00,-0.70,0.00,-0.087,-0.058,0.992,-3.81,3.50,9.16
398,0.00,-0.80,0.00,-0.069,-0.091,0.997,-3.81,3.50,9.16
418,0.00,-0.70,0.00,-0.069,-0.091,0.997,-3.81,3.50,9.16
438,0.00,-0.80,0.00,-0.069,-0.091,0.997,-3.70,1.84,8.84
458,0.00,-0.90,0.00,-0.069,-0.091,0.997,-3.70,1.84,8.84
478,0.00,-1.10,0.00,-0.069,-0.091,0.997,-3.70,1.84,8.84
498,0.00,-0.90,0.00,0.184,0.006,1.075,-3.70,1.84,8.84
518,0.00,-0.70,0.00,0.184,0.006,1.075,-3.70,1.84,8.84
538,0.00,-0.60,0.00,0.184,0.006,1.075,-3.87,2.52,9.54
558,0.00,-0.60,0.00,0.184,0.006,1.075,-3.87,2.52,9.54
578,0.00,-0.80,0.00,0.184,0.006,1.075,-3.87,2.52,9.54
598,0.00,-1.00,0.00,-0.070,-0.089,1.002,-3.87,2.52,9.54
618,0.00,-0.70,0.00,-0.070,-0.089,1.002,-3.87,2.52,9.54
638,0.00,-0.70,0.00,-0.070,-0.089,1.002,-3.91,5.90,7.40
658,0.00,-0.90,0.00,-0.070,-0.089,1.002,-3.91,5.90,7.40
678,0.00,-0.50,0.00,-0.070,-0.089,1.002,-3.91,5.90,7.40
698,0.00,-0.80,0.00,-0.033,-0.023,1.020,-3.91,5.90,7.40
718,0.00,-0.60,0.00,-0.033,-0.023,1.020,-4.21,10.34,7.12
738,0.00,-1.00,0.00,-0.033,-0.023,1.020,-4.21,10.34,7.12
758,0.00,-0.80,0.00,-0.033,-0.023,1.020,-4.21,10.34,7.12
778,0.00,1.70,0.00,-0.033,-0.023,1.020,-4.21,10.34,7.12
798,0.00,-0.20,0.00,-0.284,0.018,0.911,-4.21,10.34,7.12
818,0.12,14.60,4.00,-0.284,0.018,0.911,-4.60,16.38,6.89
838,0.05,7.30,0.00,-0.284,0.018,0.911,-4.60,16.38,6.89
858,0.51,58.90,46.00,-0.284,0.018,0.911,-4.60,16.38,6.89
878,0.75,73.20,52.00,-0.284,0.018,0.911,-4.60,16.38,6.89
898,1.36,121.50,134.00,-0.624,-0.031,0.817,-4.60,16.38,6.89
918,0.99,101.70,92.00,-0.624,-0.031,0.817,-4.71,17.03,7.67
938,0.87,91.60,78.00,-0.624,-0.031,0.817,-4.71,17.03,7.67
958,0.62,62.50,36.00,-0.624,-0.031,0.817,-4.71,17.03,7.67
978,0.10,12.00,0.00,-0.624,-0.031,0.817,-4.71,17.03,7.67
