Time (s),Angle (deg)
0.035,-45.18
0.135,-45.01
0.235,-44.81
0.334,-44.49
0.434,-44.76
0.534,-43.73
0.633,-42.8
0.733,-42.73
0.832,-42.44
0.932,-42.21
1.032,-36.09
1.131,-9.54
1.231,11.86
1.331,18.4
1.43,10.55
1.529,0.03
1.63,-7.42
1.729,-7.45
1.828,-2.13
1.929,2.16
2.028,1.12
2.127,-0.62
2.228,-0.07
2.327,0.87
2.426,0.98
2.526,0.94
2.626,1.1
2.725,1.12
2.825,1.19
2.925,1.27
3.024,1.3
3.124,1.37
3.223,1.41
