Timestamp_ms,Voltage_V,Current_mA,Power_mW,AccX_g,AccY_g,AccZ_g,Roll_deg,Pitch_deg,Yaw_deg
13170,0.00,-0.70,0.00,0.012,-0.051,0.987,-3.41,1.29,30.16
13190,0.00,-0.90,0.00,-0.029,-0.071,0.992,-3.41,1.29,30.16
13210,0.00,-0.80,0.00,-0.029,-0.071,0.992,-3.41,1.29,30.16
13230,0.00,-0.80,0.00,-0.029,-0.071,0.992,-3.41,1.29,30.16
13250,0.00,-0.80,0.00,-0.029,-0.071,0.992,-3.41,1.29,30.16
13270,0.00,-0.80,0.00,-0.029,-0.071,0.992,-3.41,1.29,30.16
13290,0.00,-0.90,0.00,-0.002,-0.083,1.006,-3.41,1.29,30.16
13310,0.00,-1.00,0.00,-0.002,-0.083,1.006,-3.37,0.19,30.72
13330,0.00,-0.90,0.00,-0.002,-0.083,1.006,-3.37,0.19,30.72
13350,0.00,-0.50,0.00,-0.002,-0.083,1.006,-3.37,0.19,30.72
13370,0.00,-0.90,0.00,-0.002,-0.083,1.006,-3.37,0.19,30.72
13390,0.00,-0.80,0.00,-0.006,-0.011,0.997,-3.37,0.19,30.72
13410,0.00,-0.70,0.00,-0.006,-0.011,0.997,-3.36,-0.83,31.02
13430,0.00,-0.70,0.00,-0.006,-0.011,0.997,-3.36,-0.83,31.02
13450,0.00,-0.90,0.00,-0.006,-0.011,0.997,-3.36,-0.83,31.02
13470,0.00,-0.80,0.00,-0.006,-0.011,0.997,-3.36,-0.83,31.02
13490,0.00,-0.70,0.00,-0.082,-0.039,0.992,-3.36,-0.83,31.02
13510,0.00,-0.80,0.00,-0.082,-0.039,0.992,-3.41,0.85,31.57
13530,0.00,-0.30,0.00,-0.082,-0.039,0.992,-3.41,0.85,31.57
13550,0.00,-0.80,0.00,-0.082,-0.039,0.992,-3.41,0.85,31.57
13570,0.00,-0.70,0.00,-0.082,-0.039,0.992,-3.41,0.85,31.57
13590,0.00,-0.60,0.00,-0.074,-0.020,0.996,-3.41,0.85,31.57
13610,0.00,-0.90,0.00,-0.074,-0.020,0.996,-3.35,-1.18,32.10
13630,0.00,-0.80,0.00,-0.074,-0.020,0.996,-3.35,-1.18,32.10
13650,0.00,-0.70,0.00,-0.074,-0.020,0.996,-3.35,-1.18,32.10
13670,0.00,-0.90,0.00,-0.074,-0.020,0.996,-3.35,-1.18,32.10
13690,0.00,-1.30,0.00,0.030,-0.040,0.984,-3.35,-1.18,32.10
13710,0.00,-0.90,0.00,0.030,-0.040,0.984,-3.30,-3.02,32.51
13730,0.00,-0.40,0.00,0.030,-0.040,0.984,-3.30,-3.02,32.51
13750,0.00,-0.50,0.00,0.030,-0.040,0.984,-3.30,-3.02,32.51
13770,0.00,-0.80,0.00,0.030,-0.040,0.984,-3.30,-3.02,32.51
13790,0.00,-0.40,0.00,-0.034,-0.098,1.081,-3.30,-3.02,32.51
13810,0.00,-0.70,0.00,-0.034,-0.098,1.081,-3.20,-5.84,31.86
13830,0.00,-1.10,0.00,-0.034,-0.098,1.081,-3.20,-5.84,31.86
13850,0.00,-1.00,0.00,-0.034,-0.098,1.081,-3.20,-5.84,31.86
14048,0.00,-1.10,0.00,0.059,-0.083,1.193,-4.49,17.20,29.75
14068,0.00,-1.10,0.00,0.059,-0.083,1.193,-4.49,17.20,29.75
14088,0.00,-1.30,0.00,-0.246,-0.016,0.763,-4.49,17.20,29.75
14108,0.00,-0.80,0.00,-0.246,-0.016,0.763,-6.92,36.65,26.53
14128,0.00,-0.90,0.00,-0.246,-0.016,0.763,-6.92,36.65,26.53
14148,0.53,137.50,114.00,-0.246,-0.016,0.763,-6.92,36.65,26.53
14168,2.76,523.40,1618.00,-0.246,-0.016,0.763,-6.92,36.65,26.53
14188,3.61,679.20,2442.00,-0.429,-0.169,0.744,-6.92,36.65,26.53
14208,3.42,623.30,2130.00,-0.429,-0.169,0.744,-6.51,30.16,26.58
14228,3.27,597.50,1924.00,-0.429,-0.169,0.744,-6.51,30.16,26.58
14248,2.95,538.00,1576.00,-0.429,-0.169,0.744,-6.51,30.16,26.58
14268,2.55,479.40,1216.00,-0.429,-0.169,0.744,-6.51,30.16,26.58
14288,2.26,414.30,914.00,-0.620,-0.128,1.038,-6.51,30.16,26.58
14308,1.89,358.80,672.00,-0.620,-0.128,1.038,-5.30,12.23,27.61
14328,1.60,312.20,498.00,-0.620,-0.128,1.038,-5.30,12.23,27.61
14348,1.32,252.50,330.00,-0.620,-0.128,1.038,-5.30,12.23,27.61
14368,1.07,211.10,230.00,-0.620,-0.128,1.038,-5.30,12.23,27.61
14388,0.75,148.50,118.00,-0.370,-0.114,1.154,-5.30,12.23,27.61
14408,0.52,97.60,46.00,-0.370,-0.114,1.154,-4.27,-2.80,30.08
14428,0.30,62.80,20.00,-0.370,-0.114,1.154,-4.27,-2.80,30.08
14448,0.12,27.30,4.00,-0.370,-0.114,1.154,-4.27,-2.80,30.08
14468,0.04,12.00,0.00,-0.370,-0.114,1.154,-4.27,-2.80,30.08
14488,0.00,5.10,0.00,0.000,-0.048,0.964,-4.27,-2.80,30.08
14508,0.00,2.50,0.00,0.000,-0.048,0.964,-3.77,-16.74,31.93
14528,0.00,1.10,0.00,0.000,-0.048,0.964,-3.77,-16.74,31.93
14548,0.00,0.00,0.00,0.000,-0.048,0.964,-3.77,-16.74,31.93
14568,0.00,-0.30,0.00,0.000,-0.048,0.964,-3.77,-16.74,31.93
14588,0.00,2.40,0.00,0.344,0.054,0.780,-3.77,-16.74,31.93
14608,0.01,1.70,0.00,0.344,0.054,0.780,-3.72,-18.75,32.07
14628,0.00,0.40,0.00,0.344,0.054,0.780,-3.72,-18.75,32.07
14648,0.00,0.90,0.00,0.344,0.054,0.780,-3.72,-18.75,32.07
14668,0.00,0.40,0.00,0.344,0.054,0.780,-3.72,-18.75,32.07
14688,0.00,-0.10,0.00,0.134,0.031,1.439,-3.72,-18.75,32.07
14708,0.00,0.00,0.00,0.134,0.031,1.439,-4.71,7.27,27.83
14918,3.29,617.30,2120.00,-0.331,-0.022,0.534,-8.65,41.45,20.57
14938,3.73,718.70,2668.00,-0.331,-0.022,0.534,-8.65,41.45,20.57
14958,3.77,737.80,2778.00,-0.331,-0.022,0.534,-8.65,41.45,20.57
14978,3.76,736.70,2776.00,-0.331,-0.022,0.534,-8.65,41.45,20.57
14998,3.88,757.40,2932.00,-0.770,-0.141,0.595,-8.65,41.45,20.57
15018,3.80,713.40,2694.00,-0.770,-0.141,0.595,-9.42,38.31,18.40
15038,3.71,718.10,2642.00,-0.770,-0.141,0.595,-9.42,38.31,18.40
15058,3.52,689.80,2434.00,-0.770,-0.141,0.595,-9.42,38.31,18.40
15078,3.36,656.70,2182.00,-0.770,-0.141,0.595,-9.42,38.31,18.40
15098,2.96,574.30,1674.00,-0.749,-0.126,0.939,-9.42,38.31,18.40
15118,2.60,510.60,1324.00,-0.749,-0.126,0.939,-7.25,20.02,22.00
15138,2.30,446.70,1000.00,-0.749,-0.126,0.939,-7.25,20.02,22.00
15158,1.84,361.00,666.00,-0.749,-0.126,0.939,-7.25,20.02,22.00
15178,1.41,278.70,400.00,-0.749,-0.126,0.939,-7.25,20.02,22.00
15198,1.07,206.20,210.00,-0.368,-0.079,1.058,-7.25,20.02,22.00
15218,0.55,109.70,58.00,-0.368,-0.079,1.058,-5.66,-0.81,25.11
15238,0.26,53.30,14.00,-0.368,-0.079,1.058,-5.66,-0.81,25.11
15258,0.10,23.30,4.00,-0.368,-0.079,1.058,-5.66,-0.81,25.11
15278,0.03,11.10,0.00,-0.368,-0.079,1.058,-5.66,-0.81,25.11
15298,0.00,5.70,0.00,0.122,-0.008,0.926,-5.66,-0.81,25.11
15318,0.00,2.70,0.00,0.122,-0.008,0.926,-5.07,-15.41,27.77
15338,0.00,1.60,0.00,0.122,-0.008,0.926,-5.07,-15.41,27.77
15358,0.00,0.40,0.00,0.122,-0.008,0.926,-5.07,-15.41,27.77
15378,0.00,0.50,0.00,0.122,-0.008,0.926,-5.07,-15.41,27.77
15398,0.00,0.10,0.00,0.231,-0.083,0.971,-5.07,-15.41,27.77
15418,0.00,0.00,0.00,0.231,-0.083,0.971,-5.02,-14.34,27.63
15438,0.00,-0.30,0.00,0.231,-0.083,0.971,-5.02,-14.34,27.63
15458,0.00,-0.20,0.00,0.231,-0.083,0.971,-5.02,-14.34,27.63
15478,0.00,-0.30,0.00,0.031,-0.093,1.242,-5.02,-14.34,27.63
15498,0.00,-0.10,0.00,0.031,-0.093,1.242,-5.02,-14.34,27.63
15518,0.00,-0.20,0.00,0.031,-0.093,1.242,-5.84,7.22,25.55
15538,0.00,-0.50,0.00,0.031,-0.093,1.242,-5.84,7.22,25.55
15558,0.00,-0.70,0.00,0.031,-0.093,1.242,-5.84,7.22,25.55
15578,0.00,-0.20,0.00,-0.121,-0.021,1.055,-5.84,7.22,25.55
15779,3.23,634.90,2006.00,-0.690,-0.031,0.904,-10.03,39.34,17.80
15799,3.08,574.80,1780.00,-0.690,-0.031,0.904,-10.03,39.34,17.80
15819,2.92,565.70,1648.00,-0.690,-0.031,0.904,-8.63,27.08,18.92
15839,2.84,546.80,1554.00,-0.690,-0.031,0.904,-8.63,27.08,18.92
15859,2.74,513.50,1406.00,-0.690,-0.031,0.904,-8.63,27.08,18.92
15879,2.56,448.40,1156.00,-0.668,-0.039,0.898,-8.63,27.08,18.92
15899,2.34,395.60,904.00,-0.668,-0.039,0.898,-8.63,27.08,18.92
15919,2.21,352.90,764.00,-0.668,-0.039,0.898,-7.67,15.27,20.91
15939,1.84,293.60,554.00,-0.668,-0.039,0.898,-7.67,15.27,20.91
15959,1.45,278.50,394.00,-0.668,-0.039,0.898,-7.67,15.27,20.91
15979,1.21,243.90,298.00,-0.461,-0.080,1.057,-7.67,15.27,20.91
15999,0.88,170.20,148.00,-0.461,-0.080,1.057,-7.67,15.27,20.91
16019,0.63,119.60,72.00,-0.461,-0.080,1.057,-6.66,2.36,24.03
16039,0.38,80.70,32.00,-0.461,-0.080,1.057,-6.66,2.36,24.03
16059,0.19,40.80,6.00,-0.461,-0.080,1.057,-6.66,2.36,24.03
16079,0.07,17.30,0.00,-0.104,-0.068,0.999,-6.66,2.36,24.03
16099,0.01,8.20,0.00,-0.104,-0.068,0.999,-6.00,-9.96,26.60
16119,0.00,3.70,0.00,-0.104,-0.068,0.999,-6.00,-9.96,26.60
16139,0.00,1.50,0.00,-0.104,-0.068,0.999,-6.00,-9.96,26.60
16159,0.00,1.00,0.00,-0.104,-0.068,0.999,-6.00,-9.96,26.60
16179,0.00,0.50,0.00,0.143,-0.048,0.926,-6.00,-9.96,26.60
16199,0.00,0.00,0.00,0.143,-0.048,0.926,-5.84,-15.39,28.09
16219,0.00,-0.10,0.00,0.143,-0.048,0.926,-5.84,-15.39,28.09
16239,0.00,-0.10,0.00,0.143,-0.048,0.926,-5.84,-15.39,28.09
16259,0.00,-0.20,0.00,0.143,-0.048,0.926,-5.84,-15.39,28.09
16279,0.00,-0.40,0.00,0.323,-0.098,1.213,-5.84,-15.39,28.09
16299,0.00,-0.50,0.00,0.323,-0.098,1.213,-5.95,-6.15,27.46
16319,0.00,-0.40,0.00,0.323,-0.098,1.213,-5.95,-6.15,27.46
16339,0.00,-0.30,0.00,0.323,-0.098,1.213,-5.95,-6.15,27.46
16359,0.00,-0.20,0.00,0.323,-0.098,1.213,-5.95,-6.15,27.46
16379,0.00,-0.60,0.00,-0.006,-0.088,1.122,-5.95,-6.15,27.46
16399,0.00,-0.30,0.00,-0.006,-0.088,1.122,-5.95,-6.15,27.46
16419,0.00,-0.50,0.00,-0.006,-0.088,1.122,-5.95,-6.15,27.46
16439,0.00,-0.40,0.00,-0.006,-0.088,1.122,-5.95,-6.15,27.46
16679,3.16,593.80,1872.00,-0.621,-0.081,0.852,-10.10,36.67,18.18
16698,3.04,578.50,1760.00,-0.621,-0.081,0.852,-7.78,19.07,19.71
16718,2.66,511.90,1334.00,-0.621,-0.081,0.852,-7.78,19.07,19.71
16738,2.35,445.40,1026.00,-0.621,-0.081,0.852,-7.78,19.07,19.71
16758,2.11,375.30,774.00,-0.621,-0.081,0.852,-7.78,19.07,19.71
16778,1.74,337.80,600.00,-0.535,-0.099,1.060,-7.78,19.07,19.71
16798,1.41,265.60,364.00,-0.535,-0.099,1.060,-6.73,6.29,22.27
16818,1.08,211.30,236.00,-0.535,-0.099,1.060,-6.73,6.29,22.27
16838,0.74,141.20,102.00,-0.535,-0.099,1.060,-6.73,6.29,22.27
16858,0.48,87.30,40.00,-0.535,-0.099,1.060,-6.73,6.29,22.27
16878,0.21,44.70,6.00,-0.236,-0.071,1.064,-6.73,6.29,22.27
16898,0.08,20.00,0.00,-0.236,-0.071,1.064,-6.15,-4.50,24.93
16918,0.02,9.10,0.00,-0.236,-0.071,1.064,-6.15,-4.50,24.93
16938,0.00,4.60,0.00,-0.236,-0.071,1.064,-6.15,-4.50,24.93
16958,0.00,1.90,0.00,-0.236,-0.071,1.064,-6.15,-4.50,24.93
16978,0.00,1.00,0.00,0.069,-0.010,0.966,-6.15,-4.50,24.93
16998,0.00,0.40,0.00,0.069,-0.010,0.966,-5.87,-12.99,27.04
17018,0.00,0.10,0.00,0.069,-0.010,0.966,-5.87,-12.99,27.04
17038,0.00,0.00,0.00,0.069,-0.010,0.966,-5.87,-12.99,27.04
17058,0.00,-0.10,0.00,0.069,-0.010,0.966,-5.87,-12.99,27.04
17078,0.00,-0.10,0.00,0.218,-0.062,0.870,-5.87,-12.99,27.04
17098,0.00,-0.40,0.00,0.218,-0.062,0.870,-5.81,-11.26,27.15
17118,0.00,-0.30,0.00,0.218,-0.062,0.870,-5.81,-11.26,27.15
17138,0.00,-0.60,0.00,0.218,-0.062,0.870,-5.81,-11.26,27.15
17158,0.00,0.00,0.00,0.218,-0.062,0.870,-5.81,-11.26,27.15
17178,0.00,-0.50,0.00,0.075,-0.027,1.154,-5.81,-11.26,27.15
17198,0.00,-0.30,0.00,0.075,-0.027,1.154,-6.42,6.72,25.01
17218,0.00,-0.60,0.00,0.075,-0.027,1.154,-6.42,6.72,25.01
17238,0.00,-0.50,0.00,0.075,-0.027,1.154,-6.42,6.72,25.01
17258,0.00,-0.80,0.00,0.075,-0.027,1.154,-6.42,6.72,25.01
17278,0.00,-0.50,0.00,-0.084,-0.042,1.098,-6.42,6.72,25.01
17298,0.00,-0.70,0.00,-0.084,-0.042,1.098,-8.54,28.80,20.90
17318,0.00,-0.70,0.00,-0.084,-0.042,1.098,-8.54,28.80,20.90
17338,0.00,-0.10,0.00,-0.084,-0.042,1.098,-8.54,28.80,20.90
17596,2.13,416.20,904.00,-0.654,-0.088,1.000,-7.71,10.55,21.16
17615,1.86,354.30,638.00,-0.654,-0.088,1.000,-7.71,10.55,21.16
17635,1.47,280.90,376.00,-0.654,-0.088,1.000,-7.71,10.55,21.16
17655,1.05,189.10,194.00,-0.654,-0.088,1.000,-7.71,10.55,21.16
17675,0.73,135.80,92.00,-0.291,-0.097,1.078,-7.71,10.55,21.16
17695,0.32,64.40,16.00,-0.291,-0.097,1.078,-6.64,-5.00,24.55
17715,0.13,28.30,4.00,-0.291,-0.097,1.078,-6.64,-5.00,24.55
17735,0.04,12.90,0.00,-0.291,-0.097,1.078,-6.64,-5.00,24.55
17755,0.00,5.90,0.00,-0.291,-0.097,1.078,-6.64,-5.00,24.55
17775,0.00,2.70,0.00,0.134,0.020,0.952,-6.64,-5.00,24.55
17795,0.00,1.60,0.00,0.134,0.020,0.952,-6.26,-16.39,27.09
17815,0.00,1.00,0.00,0.134,0.020,0.952,-6.26,-16.39,27.09
17835,0.00,0.40,0.00,0.134,0.020,0.952,-6.26,-16.39,27.09
17855,0.00,0.00,0.00,0.134,0.020,0.952,-6.26,-16.39,27.09
17875,0.00,0.00,0.00,0.280,-0.127,1.038,-6.26,-16.39,27.09
17895,0.00,0.00,0.00,0.280,-0.127,1.038,-6.20,-12.48,26.55
17915,0.00,-0.20,0.00,0.280,-0.127,1.038,-6.20,-12.48,26.55
17935,0.00,-0.40,0.00,0.280,-0.127,1.038,-6.20,-12.48,26.55
17955,0.00,-0.30,0.00,0.280,-0.127,1.038,-6.20,-12.48,26.55
17975,0.00,-0.60,0.00,0.034,-0.083,1.223,-6.20,-12.48,26.55
17995,0.00,-0.60,0.00,0.034,-0.083,1.223,-7.00,9.16,23.77
18015,0.00,-0.60,0.00,0.034,-0.083,1.223,-7.00,9.16,23.77
18035,0.00,-0.30,0.00,0.034,-0.083,1.223,-7.00,9.16,23.77
18055,0.00,-0.60,0.00,0.034,-0.083,1.223,-7.00,9.16,23.77
18075,0.00,-0.60,0.00,-0.069,-0.016,1.089,-7.00,9.16,23.77
18095,0.00,-0.60,0.00,-0.069,-0.016,1.089,-9.21,29.95,19.51
18115,0.00,-0.50,0.00,-0.069,-0.016,1.089,-9.21,29.95,19.51
18135,0.00,-0.50,0.00,-0.069,-0.016,1.089,-9.21,29.95,19.51
18155,0.00,-0.50,0.00,-0.069,-0.016,1.089,-9.21,29.95,19.51
18175,0.00,-0.30,0.00,-0.188,-0.104,0.905,-9.21,29.95,19.51
18195,0.00,-0.70,0.00,-0.188,-0.104,0.905,-11.04,38.30,15.82
18215,0.00,1.10,0.00,-0.188,-0.104,0.905,-11.04,38.30,15.82
18235,2.23,443.10,1134.00,-0.188,-0.104,0.905,-11.04,38.30,15.82
18255,3.53,670.80,2382.00,-0.188,-0.104,0.905,-11.04,38.30,15.82
18275,3.23,621.20,1986.00,-0.661,-0.005,0.946,-11.04,38.30,15.82
18507,0.84,160.00,118.00,-0.449,-0.093,1.076,-7.29,1.91,22.12
18526,0.54,101.70,52.00,-0.449,-0.093,1.076,-7.29,1.91,22.12
18546,0.25,52.60,14.00,-0.449,-0.093,1.076,-7.29,1.91,22.12
18566,0.11,24.30,4.00,-0.449,-0.093,1.076,-7.29,1.91,22.12
18586,0.03,11.10,0.00,-0.082,-0.129,1.079,-7.29,1.91,22.12
18606,0.00,5.40,0.00,-0.082,-0.129,1.079,-6.62,-11.09,25.04
18626,0.00,2.50,0.00,-0.082,-0.129,1.079,-6.62,-11.09,25.04
18646,0.00,1.00,0.00,-0.082,-0.129,1.079,-6.62,-11.09,25.04
18666,0.00,0.30,0.00,-0.082,-0.129,1.079,-6.62,-11.09,25.04
18686,0.00,0.20,0.00,0.176,-0.029,0.865,-6.62,-11.09,25.04
18706,0.00,-0.20,0.00,0.176,-0.029,0.865,-6.42,-16.88,26.50
18726,0.00,-1.00,0.00,0.176,-0.029,0.865,-6.42,-16.88,26.50
18746,0.00,0.00,0.00,0.176,-0.029,0.865,-6.42,-16.88,26.50
18766,0.00,-0.60,0.00,0.176,-0.029,0.865,-6.42,-16.88,26.50
18786,0.00,-0.20,0.00,0.312,0.042,0.993,-6.42,-16.88,26.50
