Timestamp_ms,Voltage_V,Current_mA,Power_mW,AccX_g,AccY_g,AccZ_g,Roll_deg,Pitch_deg,Yaw_deg

Setup complete. Logging is active.
Commands: start, stop, dump, erase
369,0.00,-0.90,0.00,0.004,-0.016,1.003,-3.35,-1.35,41.45
388,0.00,-0.30,0.00,0.004,-0.016,1.003,-3.35,-1.35,41.45
408,0.00,-0.50,0.00,0.004,-0.016,1.003,-3.35,-1.35,41.45
428,0.00,0.30,0.00,0.004,-0.016,1.003,-3.35,-1.35,41.45
448,0.00,-0.50,0.00,-0.087,-0.107,1.001,-3.35,-1.35,41.45
468,0.00,-0.90,0.00,-0.087,-0.107,1.001,-3.37,-0.94,41.99
488,0.00,-0.70,0.00,-0.087,-0.107,1.001,-3.37,-0.94,41.99
508,0.00,-0.60,0.00,-0.087,-0.107,1.001,-3.37,-0.94,41.99
528,0.00,-0.60,0.00,-0.087,-0.107,1.001,-3.37,-0.94,41.99
548,0.00,-0.70,0.00,0.051,-0.045,1.060,-3.37,-0.94,41.99
568,0.00,-0.60,0.00,0.051,-0.045,1.060,-3.15,-5.95,41.48
588,0.00,-0.50,0.00,0.051,-0.045,1.060,-3.15,-5.95,41.48
608,0.00,-0.70,0.00,0.051,-0.045,1.060,-3.15,-5.95,41.48
628,0.00,-0.70,0.00,0.051,-0.045,1.060,-3.15,-5.95,41.48
648,0.00,-0.90,0.00,0.300,-0.022,1.036,-3.15,-5.95,41.48
668,0.00,-0.20,0.00,0.300,-0.022,1.036,-3.13,-5.04,40.92
688,0.00,-0.70,0.00,0.300,-0.022,1.036,-3.13,-5.04,40.92
708,0.00,-0.70,0.00,0.300,-0.022,1.036,-3.13,-5.04,40.92
728,0.00,-0.40,0.00,0.300,-0.022,1.036,-3.13,-5.04,40.92
748,0.00,-1.10,0.00,-0.076,0.014,1.023,-3.13,-5.04,40.92
768,0.00,0.10,0.00,-0.076,0.014,1.023,-4.40,15.33,39.36
788,0.00,-0.50,0.00,-0.076,0.014,1.023,-4.40,15.33,39.36
808,0.00,-0.70,0.00,-0.076,0.014,1.023,-4.40,15.33,39.36
828,0.00,-0.50,0.00,-0.076,0.014,1.023,-4.40,15.33,39.36
848,0.00,-0.60,0.00,-0.276,-0.208,0.733,-4.40,15.33,39.36
868,0.21,61.60,22.00,-0.276,-0.208,0.733,-5.66,27.99,38.14
888,1.77,325.70,668.00,-0.276,-0.208,0.733,-5.66,27.99,38.14
908,2.46,461.90,1140.00,-0.276,-0.208,0.733,-5.66,27.99,38.14
928,2.58,480.00,1226.00,-0.276,-0.208,0.733,-5.66,27.99,38.14
948,2.65,495.20,1256.00,-0.612,-0.013,0.861,-5.66,27.99,38.14
968,2.42,433.90,970.00,-0.612,-0.013,0.861,-4.83,14.73,38.37
988,2.10,394.30,812.00,-0.612,-0.013,0.861,-4.83,14.73,38.37
1008,1.85,344.50,550.00,-0.612,-0.013,0.861,-4.83,14.73,38.37
1028,1.24,220.30,246.00,-0.612,-0.013,0.861,-4.83,14.73,38.37
1048,0.48,92.10,46.00,-0.330,-0.088,1.132,-4.83,14.73,38.37
1068,0.20,41.00,6.00,-0.330,-0.088,1.132,-3.90,-3.84,40.25
1344,0.00,-2.60,0.00,-0.020,-0.066,1.250,-3.93,-10.00,41.15
1363,0.00,-0.10,0.00,-0.020,-0.066,1.250,-5.84,21.76,37.50
1383,0.00,-3.00,0.00,-0.020,-0.066,1.250,-5.84,21.76,37.50
1403,0.00,0.50,0.00,-0.020,-0.066,1.250,-5.84,21.76,37.50
1423,0.06,-4.80,0.00,-0.020,-0.066,1.250,-5.84,21.76,37.50
1443,0.08,-0.80,0.00,-0.262,-0.002,0.729,-5.84,21.76,37.50
1463,0.08,-0.70,0.00,-0.262,-0.002,0.729,-10.39,47.38,32.11
1483,0.50,31.10,20.00,-0.262,-0.002,0.729,-10.39,47.38,32.11
1503,1.83,329.20,694.00,-0.262,-0.002,0.729,-10.39,47.38,32.11
1523,3.49,639.70,2298.00,-0.262,-0.002,0.729,-10.39,47.38,32.11
1543,3.56,633.40,2270.00,-0.663,-0.173,0.635,-10.39,47.38,32.11
1563,3.74,682.60,2546.00,-0.663,-0.173,0.635,-9.94,41.82,31.53
1583,3.57,656.50,2360.00,-0.663,-0.173,0.635,-9.94,41.82,31.53
1603,3.60,641.90,2314.00,-0.663,-0.173,0.635,-9.94,41.82,31.53
1623,3.33,591.40,1960.00,-0.663,-0.173,0.635,-9.94,41.82,31.53
1643,3.11,561.20,1690.00,-0.778,-0.165,0.948,-9.94,41.82,31.53
1663,2.70,490.80,1354.00,-0.778,-0.165,0.948,-6.98,19.67,35.10
1683,2.39,411.80,940.00,-0.778,-0.165,0.948,-6.98,19.67,35.10
1703,1.92,338.00,620.00,-0.778,-0.165,0.948,-6.98,19.67,35.10
1723,1.36,223.40,282.00,-0.778,-0.165,0.948,-6.98,19.67,35.10
1743,0.80,135.40,98.00,-0.361,-0.055,1.102,-6.98,19.67,35.10
1763,0.34,63.90,20.00,-0.361,-0.055,1.102,-5.20,-5.44,38.03
1783,0.08,16.00,0.00,-0.361,-0.055,1.102,-5.20,-5.44,38.03
1803,0.00,4.00,0.00,-0.361,-0.055,1.102,-5.20,-5.44,38.03
1823,0.00,1.10,0.00,-0.361,-0.055,1.102,-5.20,-5.44,38.03
1843,0.00,0.30,0.00,0.225,0.033,0.817,-5.20,-5.44,38.03
1863,0.00,-0.40,0.00,0.225,0.033,0.817,-4.90,-19.71,40.08
1883,0.00,-0.10,0.00,0.225,0.033,0.817,-4.90,-19.71,40.08
1903,0.01,0.70,0.00,0.225,0.033,0.817,-4.90,-19.71,40.08
1923,0.00,1.50,0.00,0.225,0.033,0.817,-4.90,-19.71,40.08
1943,0.00,0.50,0.00,0.416,-0.082,1.185,-4.90,-19.71,40.08
1963,0.00,0.10,0.00,0.416,-0.082,1.185,-5.23,-7.13,38.17
