Time (s),Angle (deg)
0.02,-42.37
0.119,-42.73
0.219,-42.95
0.318,-43.13
0.418,-43.08
0.518,-43.3
0.617,-43.53
0.717,-43.48
0.817,-43.54
0.916,-43.8
1.015,-44.42
1.116,-45.16
1.215,-45.57
1.314,-42.18
1.415,-19.84
1.514,2.85
1.613,15.79
1.713,13.11
1.813,4.35
1.912,-2.11
2.012,-3.57
2.112,-0.09
2.211,2.56
2.311,1.76
2.41,1.0
2.51,1.44
2.61,1.66
2.709,1.55
2.809,1.63
2.909,1.59
3.008,1.63
3.108,1.63
3.208,1.64
3.307,1.66
3.406,1.67
3.507,1.69
3.606,1.7
