Time (s),Angle (deg)
0.06,43.35
0.159,43.47
0.259,43.36
0.359,43.18
0.458,43.34
0.558,43.38
0.658,43.33
0.757,43.21
0.857,42.98
0.956,42.69
1.056,41.7
1.156,29.67
1.255,7.05
1.355,-14.72
1.455,-23.55
1.554,-14.75
1.654,-0.82
1.754,7.71
1.853,6.83
1.953,2.95
2.053,1.29
2.152,2.44
2.251,3.65
2.352,3.26
2.451,3.2
2.55,3.28
2.651,3.19
2.75,3.21
2.849,3.18
2.95,3.15
3.049,3.15
3.148,3.12
