Time (s),Angle (deg)
0.064,33.25
0.164,33.34
0.264,33.41
0.363,33.43
0.463,33.46
0.563,33.46
0.662,33.28
0.761,33.17
0.862,33.27
0.961,33.31
1.06,29.16
1.161,13.43
1.26,-5.64
1.359,-17.59
1.46,-15.28
1.559,-2.75
1.658,7.61
1.758,9.88
1.858,6.0
1.957,2.53
2.057,1.92
2.157,3.27
2.256,4.14
2.356,3.66
2.456,3.71
2.555,3.6
2.655,3.57
2.754,3.48
2.854,3.46
2.954,3.36
3.053,3.35
