Time (s),Angle (deg)
0.097,29.49
0.196,29.58
0.296,29.61
0.396,29.65
0.495,29.68
0.595,29.7
0.695,29.75
0.794,29.77
0.894,29.75
0.994,29.76
1.093,27.94
1.192,15.74
1.293,-0.41
1.392,-11.86
1.491,-12.15
1.592,-3.83
1.691,3.8
1.79,5.09
1.891,2.41
1.99,1.75
2.089,2.48
2.19,2.42
2.289,2.27
2.388,2.21
2.488,2.16
2.588,2.02
2.688,1.93
2.787,1.82
2.887,1.81
2.987,1.84
3.086,1.83
3.186,1.81
3.286,1.75
3.385,1.75
3.485,1.69
3.585,1.68
