Time (s),Angle (deg)
0.033,39.63
0.133,39.72
0.233,39.75
0.332,39.76
0.432,39.7
0.532,39.43
0.631,39.51
0.731,39.59
0.83,39.65
0.93,39.77
1.03,39.62
1.129,33.59
1.229,15.31
1.329,-5.56
1.428,-18.6
1.528,-16.29
1.628,-3.49
1.727,5.32
1.826,5.49
1.927,1.94
2.026,0.94
2.125,2.26
2.226,3.3
2.325,2.65
2.424,2.67
2.525,2.68
2.624,2.61
2.723,2.55
2.823,2.56
2.923,2.48
3.022,2.49
3.122,2.42
3.222,2.41
3.321,2.38
