Time (s),Angle (deg)
0.095,32.1
0.194,32.26
0.293,32.39
0.394,32.55
0.493,32.57
0.592,32.62
0.693,32.7
0.792,32.74
0.891,32.69
0.992,32.71
1.091,32.71
1.19,32.06
1.29,24.42
1.39,8.67
1.489,-7.23
1.589,-14.49
1.689,-10.37
1.788,-0.06
1.888,5.77
1.988,4.47
2.087,2.16
2.187,2.02
2.286,2.71
2.386,2.5
2.486,2.47
2.585,2.36
2.685,2.36
2.785,2.3
2.884,2.27
2.984,2.22
3.084,2.24
3.183,2.16
3.283,2.15
3.383,2.11
3.482,2.1
3.582,2.08
