Time (s),Angle (deg)
0.071,35.87
0.172,36.09
0.271,36.41
0.37,36.51
0.471,36.4
0.57,36.36
0.669,36.45
0.77,36.6
0.869,36.56
0.968,36.29
1.069,31.72
1.168,15.91
1.267,-4.6
1.367,-18.14
1.467,-16.98
1.566,-4.47
1.666,6.67
1.766,9.28
1.865,5.86
1.965,3.0
2.065,2.7
2.164,3.77
2.264,4.28
2.364,3.81
2.463,3.92
2.563,3.75
2.663,3.72
2.762,3.63
2.862,3.57
2.961,3.49
3.061,3.46
3.161,3.38
3.26,3.35
