Time (s),Angle (deg)
0.045,-42.15
0.144,-42.3
0.243,-42.19
0.344,-42.18
0.443,-42.34
0.542,-42.44
0.643,-42.42
0.742,-42.51
0.841,-42.75
0.942,-43.3
1.041,-44.15
1.14,-44.23
1.24,-44.36
1.34,-44.79
1.439,-46.85
1.539,-47.82
1.639,-36.07
1.738,-5.58
1.838,17.55
1.937,23.37
2.037,12.93
2.137,-0.55
2.236,-9.22
2.336,-8.13
2.436,-1.74
2.535,0.1
2.634,-2.12
2.735,-1.32
2.834,-0.83
2.933,-1.52
3.034,-0.99
3.133,-1.12
3.232,-1.27
3.333,-0.97
3.432,-1.14
3.531,-1.19
3.631,-0.97
3.731,-1.02
3.83,-1.18
