Time (s),Angle (deg)
0.059,27.46
0.158,27.53
0.258,27.56
0.357,27.6
0.457,27.6
0.557,27.64
0.656,27.65
0.756,27.71
0.856,27.76
0.955,27.73
1.055,27.1
1.155,18.24
1.254,2.64
1.353,-10.95
1.454,-14.69
1.553,-7.67
1.652,3.31
1.753,8.22
1.852,5.73
1.951,2.49
2.052,1.16
2.151,2.02
2.25,2.77
2.35,2.61
2.45,2.55
2.549,2.47
2.649,2.43
2.749,2.37
2.848,2.33
2.948,2.26
3.048,2.22
3.147,2.19
