Time (s),Angle (deg)
0.017,26.44
0.116,26.51
0.217,26.56
0.316,26.61
0.415,26.54
0.516,26.51
0.615,26.59
0.714,26.66
0.815,24.72
0.914,14.67
1.013,1.59
1.113,-8.14
1.213,-8.62
1.312,-1.59
1.412,1.55
1.512,-0.01
1.611,-0.76
1.711,-0.09
1.811,-0.46
1.91,-0.53
2.01,-0.4
2.109,-0.52
2.209,-0.49
2.309,-0.49
2.408,-0.55
2.508,-0.55
2.608,-0.62
2.707,-0.61
2.806,-0.63
2.907,-0.65
3.006,-0.65
3.105,-0.66
3.206,-0.68
3.305,-0.69
