Time (s),Angle (deg)
0.026,42.5
0.125,42.59
0.225,42.64
0.324,42.66
0.424,42.76
0.524,42.84
0.623,42.9
0.723,42.95
0.823,43.04
0.922,43.14
1.022,43.3
1.122,36.54
1.221,14.75
1.32,-10.78
1.421,-25.71
1.52,-21.65
1.619,-4.56
1.72,10.38
1.819,14.43
1.918,9.05
2.018,2.4
2.118,-1.83
2.217,-1.44
2.317,1.72
2.417,3.41
2.516,1.9
2.616,1.97
2.716,2.09
2.816,1.92
2.915,1.93
3.014,1.88
