Time (s),Angle (deg)
0.107,36.62
0.207,36.79
0.307,37.0
0.406,37.49
0.506,37.46
0.606,37.24
0.705,37.05
0.804,36.91
0.905,37.05
1.004,37.33
1.103,37.53
1.204,37.77
1.303,38.23
1.402,38.24
1.503,31.55
1.602,12.31
1.701,-8.83
1.801,-20.92
1.901,-16.71
2.0,-3.22
2.1,5.89
2.2,4.7
2.299,0.75
2.399,0.07
2.498,1.76
2.598,3.19
2.698,2.61
2.797,2.45
2.897,2.6
2.997,2.38
3.096,2.46
3.196,2.38
3.296,2.37
3.395,2.36
3.494,2.33
3.595,2.32
3.694,2.28
3.793,2.27
3.894,2.25
3.993,2.22
4.092,2.21
