Time (s),Angle (deg)
0.077,21.18
0.177,21.18
0.276,21.2
0.375,21.24
0.476,21.3
0.575,21.31
0.674,21.37
0.775,21.48
0.874,21.47
0.973,21.59
1.074,21.65
1.173,21.84
1.272,21.98
1.373,22.72
1.472,24.09
1.571,22.58
1.671,16.55
1.771,6.19
1.87,-3.32
1.97,-7.29
2.07,-4.31
2.169,1.07
2.269,1.05
2.369,-0.36
2.468,0.08
2.568,0.03
2.668,-0.29
2.767,-0.06
2.867,-0.23
2.966,-0.29
3.066,-0.18
3.166,-0.29
3.265,-0.25
3.365,-0.29
3.465,-0.3
3.564,-0.31
3.664,-0.31
3.764,-0.34
3.863,-0.34
3.963,-0.36
