Time (s),Angle (deg)
0.082,36.61
0.182,36.71
0.281,36.79
0.381,36.88
0.481,36.96
0.58,37.06
0.68,37.12
0.78,37.16
0.879,37.24
0.978,37.32
1.079,35.62
1.178,21.15
1.277,0.66
1.378,-15.45
1.477,-18.63
1.576,-8.21
1.677,3.19
1.776,8.2
1.875,5.59
1.975,2.65
2.075,1.98
2.174,2.95
2.274,3.54
2.374,3.24
2.473,3.27
2.573,3.24
2.673,3.22
2.772,3.17
2.872,3.18
2.971,3.13
3.072,3.13
3.171,3.11
3.27,3.08
