Time (s),Angle (deg)
0.047,26.02
0.146,26.01
0.245,26.05
0.346,26.11
0.445,25.94
0.544,25.98
0.644,26.36
0.744,26.21
0.843,26.11
0.943,26.14
1.043,26.15
1.142,26.17
1.242,26.13
1.342,21.9
1.441,9.34
1.541,-4.48
1.641,-11.82
1.74,-8.81
1.84,0.44
1.94,7.03
2.039,6.25
2.139,2.92
2.238,1.4
2.338,1.92
2.438,2.93
2.537,3.58
2.637,3.37
2.737,3.31
2.836,3.24
2.936,3.2
3.036,3.15
3.135,3.13
3.235,3.07
3.335,3.05
3.434,2.99
3.534,2.98
3.634,2.94
