Time (s),Angle (deg)
0.017,34.87
0.117,34.88
0.217,34.95
0.316,34.94
0.416,34.99
0.516,35.01
0.615,34.99
0.714,34.93
0.815,34.89
0.914,34.8
1.013,34.46
1.114,28.27
1.213,12.55
1.312,-4.47
1.412,-13.83
1.512,-11.39
1.611,-1.15
1.711,5.43
1.811,4.58
1.91,1.94
2.01,1.9
2.109,2.99
2.209,2.81
2.309,2.52
2.408,2.6
2.508,2.46
2.608,2.44
2.707,2.38
2.806,2.32
2.907,2.3
3.006,2.24
3.105,2.2
3.205,2.16
