Time (s),Angle (deg)
0.056,21.3
0.156,21.4
0.256,21.38
0.355,21.38
0.455,21.42
0.555,21.34
0.654,21.45
0.754,21.45
0.854,21.39
0.953,21.21
1.053,20.69
1.153,20.79
1.252,20.67
1.351,15.1
1.452,5.38
1.551,-2.65
1.65,-5.22
1.751,-1.82
1.85,3.16
1.949,2.49
2.05,0.5
2.149,1.27
2.248,1.68
2.349,1.11
2.448,1.29
2.547,1.09
2.648,1.09
2.747,1.0
2.846,1.01
2.947,0.96
3.046,0.93
3.145,0.91
3.245,0.83
3.345,0.84
3.444,0.81
