Time (s),Angle (deg)
0.083,41.72
0.183,42.0
0.283,42.03
0.382,42.17
0.482,42.22
0.581,42.24
0.681,42.34
0.781,42.45
0.88,42.51
0.98,42.56
1.08,41.56
1.179,29.19
1.28,6.01
1.379,-15.7
1.478,-23.59
1.579,-13.79
1.678,1.3
1.777,9.79
1.876,7.42
1.977,3.5
2.076,2.79
2.176,4.39
2.276,4.93
2.375,4.1
2.475,4.24
2.574,4.11
2.674,4.03
2.774,3.95
2.873,3.89
2.973,3.78
3.073,3.75
3.172,3.67
