Time (s),Angle (deg)
0.019,42.1
0.118,42.14
0.218,42.12
0.317,42.26
0.417,42.39
0.517,42.36
0.616,42.32
0.716,42.3
0.816,42.46
0.915,42.3
1.015,29.88
1.115,5.57
1.214,-17.18
1.314,-25.71
1.414,-16.56
1.513,-0.11
1.612,8.42
1.713,6.94
1.812,3.28
1.911,2.29
2.012,3.57
2.111,4.16
2.21,3.49
2.311,3.61
2.41,3.49
2.509,3.46
2.61,3.43
2.709,3.37
2.808,3.35
2.908,3.3
3.008,3.27
3.107,3.23
3.207,3.19
3.307,3.16
3.406,3.13
