Time (s),Angle (deg)
0.039,31.76
0.14,31.78
0.239,31.79
0.338,31.87
0.439,31.99
0.538,32.07
0.637,32.07
0.737,32.06
0.837,32.07
0.936,32.11
1.036,32.05
1.136,30.95
1.235,21.32
1.335,5.05
1.434,-9.67
1.534,-14.97
1.634,-8.92
1.733,1.24
1.833,4.57
1.933,1.69
2.032,0.24
2.132,1.15
2.232,1.69
2.331,1.26
2.43,1.36
2.531,1.25
2.63,1.3
2.729,1.3
2.83,1.25
2.929,1.24
3.028,1.22
3.128,1.19
3.228,1.19
3.328,1.15
3.427,1.14
3.527,1.13
3.627,1.1
3.726,1.09
