Time (s),Angle (deg)
0.055,34.88
0.154,34.65
0.254,34.74
0.354,34.96
0.453,35.0
0.553,35.01
0.653,35.32
0.752,35.41
0.851,35.21
0.952,34.94
1.051,34.31
1.15,25.68
1.251,7.31
1.35,-11.23
1.449,-19.25
1.549,-12.35
1.649,0.4
1.748,8.51
1.848,7.79
1.948,3.92
2.048,1.83
2.147,2.22
2.247,3.46
2.347,3.85
2.446,3.44
2.545,3.58
2.646,3.41
2.745,3.44
2.844,3.33
2.945,3.32
3.044,3.26
3.143,3.22
3.243,3.2
3.343,3.14
3.442,3.13
3.542,3.09
3.642,3.06
