Time (s),Angle (deg)
0.03,36.19
0.131,36.17
0.23,36.18
0.329,36.23
0.43,36.23
0.529,36.03
0.628,36.05
0.728,36.08
0.828,36.16
0.927,36.11
1.027,35.84
1.127,29.79
1.226,11.78
1.326,-8.78
1.426,-20.78
1.525,-16.43
1.625,-2.94
1.724,6.72
1.824,7.95
1.924,4.15
2.023,1.74
2.123,2.44
2.223,3.78
2.322,3.42
2.422,3.14
2.522,3.36
2.621,3.14
2.72,3.25
2.821,3.11
2.92,3.18
3.019,3.11
