Time (s),Angle (deg)
0.071,36.95
0.172,37.04
0.271,37.1
0.37,37.1
0.471,37.13
0.57,35.4
0.669,21.49
0.769,0.58
0.869,-16.6
0.968,-20.48
1.068,-9.79
1.168,3.03
1.267,7.37
1.367,3.65
1.467,0.41
1.566,0.78
1.666,2.75
1.765,2.99
1.865,2.43
1.965,2.71
2.064,2.6
2.164,2.67
2.264,2.59
2.363,2.64
2.463,2.58
2.563,2.58
2.662,2.57
2.761,2.54
2.862,2.55
2.961,2.55
3.06,2.54
3.161,2.53
