Time (s),Angle (deg)
0.106,24.2
0.206,24.2
0.306,24.38
0.405,24.4
0.505,24.42
0.605,24.61
0.704,24.81
0.803,24.73
0.904,24.67
1.003,24.65
1.102,24.71
1.203,24.79
1.302,24.79
1.401,23.53
1.502,13.89
1.601,0.43
1.7,-9.88
1.8,-10.85
1.9,-3.87
1.999,1.91
2.099,2.31
2.199,0.4
2.298,0.51
2.398,0.8
2.497,0.27
2.597,0.3
2.697,0.37
2.796,0.29
2.896,0.24
2.996,0.23
3.095,0.2
3.195,0.18
3.295,0.15
3.394,0.13
3.493,0.11
3.594,0.09
