Time (s),Angle (deg)
0.05,27.65
0.149,27.59
0.248,27.52
0.349,27.49
0.448,27.14
0.547,27.02
0.648,26.87
0.747,26.81
0.846,27.28
0.946,27.1
1.046,26.81
1.145,24.8
1.245,14.14
1.345,1.67
1.444,-7.08
1.544,-7.27
1.644,-1.01
1.743,5.16
1.843,4.65
1.942,2.99
2.042,3.25
2.142,3.86
2.241,4.95
2.341,5.38
2.441,3.75
2.54,2.94
2.64,4.1
2.74,4.5
2.839,3.99
2.938,4.28
3.039,4.24
3.138,4.16
3.237,4.15
3.338,4.13
3.437,4.1
3.536,4.08
3.637,4.05
3.736,4.03
3.835,4.0
3.935,3.99
