Time (s),Angle (deg)
0.078,34.91
0.178,35.1
0.278,35.18
0.377,35.16
0.477,35.15
0.577,35.16
0.676,35.26
0.776,35.32
0.875,35.27
0.975,32.56
1.075,18.53
1.174,-1.61
1.274,-16.83
1.374,-18.73
1.473,-7.17
1.573,5.94
1.673,10.69
1.772,7.21
1.871,2.64
1.972,0.21
2.071,0.84
2.17,2.54
2.271,2.95
2.37,2.37
2.469,2.66
2.57,2.48
2.669,2.56
2.768,2.46
2.868,2.5
2.968,2.43
3.067,2.45
3.167,2.41
3.267,2.4
3.366,2.38
3.466,2.36
